id,university_id,faculty_id,department_id,code,name,level,credits,semester,course_type
academic_city_education_educational_studies_course_4,academic_city,academic_city_education,academic_city_education_educational_studies,ES104,Inclusive Education,400,3,Semester 2,core
academic_city_education_curriculum_and_instruction_course_1,academic_city,academic_city_education,academic_city_education_curriculum_and_instruction,CAI101,Curriculum Studies,100,3,Semester 1,core
academic_city_education_curriculum_and_instruction_course_2,academic_city,academic_city_education,academic_city_education_curriculum_and_instruction,CAI102,Instructional Design,200,3,Semester 2,core
academic_city_education_curriculum_and_instruction_course_3,academic_city,academic_city_education,academic_city_education_curriculum_and_instruction,CAI103,Teaching Methods,300,3,Semester 1,core
academic_city_education_curriculum_and_instruction_course_4,academic_city,academic_city_education,academic_city_education_curriculum_and_instruction,CAI104,Educational Technology,400,3,Semester 2,core
academic_city_education_educational_leadership_course_1,academic_city,academic_city_education,academic_city_education_educational_leadership,EL101,School Administration,100,3,Semester 1,core
academic_city_education_educational_leadership_course_2,academic_city,academic_city_education,academic_city_education_educational_leadership,EL102,Leadership Theory,200,3,Semester 2,core
academic_city_education_educational_leadership_course_3,academic_city,academic_city_education,academic_city_education_educational_leadership,EL103,Policy and Planning,300,3,Semester 1,core
academic_city_education_educational_leadership_course_4,academic_city,academic_city_education,academic_city_education_educational_leadership,EL104,Supervision,400,3,Semester 2,core
academic_city_education_guidance_and_counselling_course_1,academic_city,academic_city_education,academic_city_education_guidance_and_counselling,GAC101,Counselling Theory,100,3,Semester 1,core
academic_city_education_guidance_and_counselling_course_2,academic_city,academic_city_education,academic_city_education_guidance_and_counselling,GAC102,Career Guidance,200,3,Semester 2,core
academic_city_education_guidance_and_counselling_course_3,academic_city,academic_city_education,academic_city_education_guidance_and_counselling,GAC103,Group Counselling,300,3,Semester 1,core
academic_city_education_guidance_and_counselling_course_4,academic_city,academic_city_education,academic_city_education_guidance_and_counselling,GAC104,Testing and Assessment,400,3,Semester 2,core
central_business_and_management_studies_accounting_course_1,central,central_business_and_management_studies,central_business_and_management_studies_accounting,A101,Financial Accounting,100,3,Semester 1,core
central_business_and_management_studies_accounting_course_2,central,central_business_and_management_studies,central_business_and_management_studies_accounting,A102,Cost Accounting,200,3,Semester 2,core
central_business_and_management_studies_accounting_course_3,central,central_business_and_management_studies,central_business_and_management_studies_accounting,A103,Auditing,300,3,Semester 1,core
central_business_and_management_studies_accounting_course_4,central,central_business_and_management_studies,central_business_and_management_studies_accounting,A104,Taxation,400,3,Semester 2,core
central_business_and_management_studies_banking_and_finance_course_1,central,central_business_and_management_studies,central_business_and_management_studies_banking_and_finance,BAF101,Corporate Finance,100,3,Semester 1,core
central_business_and_management_studies_banking_and_finance_course_2,central,central_business_and_management_studies,central_business_and_management_studies_banking_and_finance,BAF102,Financial Markets,200,3,Semester 2,core
central_business_and_management_studies_banking_and_finance_course_3,central,central_business_and_management_studies,central_business_and_management_studies_banking_and_finance,BAF103,Investment Analysis,300,3,Semester 1,core
central_business_and_management_studies_banking_and_finance_course_4,central,central_business_and_management_studies,central_business_and_management_studies_banking_and_finance,BAF104,Risk Management,400,3,Semester 2,core
central_business_and_management_studies_marketing_course_1,central,central_business_and_management_studies,central_business_and_management_studies_marketing,M101,Principles of Marketing,100,3,Semester 1,core
central_business_and_management_studies_marketing_course_2,central,central_business_and_management_studies,central_business_and_management_studies_marketing,M102,Consumer Behaviour,200,3,Semester 2,core
central_business_and_management_studies_marketing_course_3,central,central_business_and_management_studies,central_business_and_management_studies_marketing,M103,Digital Marketing,300,3,Semester 1,core
central_business_and_management_studies_marketing_course_4,central,central_business_and_management_studies,central_business_and_management_studies_marketing,M104,Sales Management,400,3,Semester 2,core
central_business_and_management_studies_human_resource_management_course_1,central,central_business_and_management_studies,central_business_and_management_studies_human_resource_management,HRM101,Organizational Behaviour,100,3,Semester 1,core
central_business_and_management_studies_human_resource_management_course_2,central,central_business_and_management_studies,central_business_and_management_studies_human_resource_management,HRM102,Recruitment and Selection,200,3,Semester 2,core
central_business_and_management_studies_human_resource_management_course_3,central,central_business_and_management_studies,central_business_and_management_studies_human_resource_management,HRM103,Labour Relations,300,3,Semester 1,core
central_business_and_management_studies_human_resource_management_course_4,central,central_business_and_management_studies,central_business_and_management_studies_human_resource_management,HRM104,Performance Management,400,3,Semester 2,core
central_business_and_management_studies_procurement_and_supply_chain_course_1,central,central_business_and_management_studies,central_business_and_management_studies_procurement_and_supply_chain,PASC101,Procurement Principles,100,3,Semester 1,core
central_business_and_management_studies_procurement_and_supply_chain_course_2,central,central_business_and_management_studies,central_business_and_management_studies_procurement_and_supply_chain,PASC102,Logistics Management,200,3,Semester 2,core
central_business_and_management_studies_procurement_and_supply_chain_course_3,central,central_business_and_management_studies,central_business_and_management_studies_procurement_and_supply_chain,PASC103,Inventory Control,300,3,Semester 1,core
central_business_and_management_studies_procurement_and_supply_chain_course_4,central,central_business_and_management_studies,central_business_and_management_studies_procurement_and_supply_chain,PASC104,Contract Management,400,3,Semester 2,core
central_business_and_management_studies_business_administration_course_1,central,central_business_and_management_studies,central_business_and_management_studies_business_administration,BA101,Business Law,100,3,Semester 1,core
central_business_and_management_studies_business_administration_course_2,central,central_business_and_management_studies,central_business_and_management_studies_business_administration,BA102,Entrepreneurship,200,3,Semester 2,core
central_business_and_management_studies_business_administration_course_3,central,central_business_and_management_studies,central_business_and_management_studies_business_administration,BA103,Strategic Management,300,3,Semester 1,core
central_business_and_management_studies_business_administration_course_4,central,central_business_and_management_studies,central_business_and_management_studies_business_administration,BA104,Operations Management,400,3,Semester 2,core
central_computing_and_information_technology_computer_science_course_1,central,central_computing_and_information_technology,central_computing_and_information_technology_computer_science,CS101,Programming Fundamentals,100,3,Semester 1,core
central_computing_and_information_technology_computer_science_course_2,central,central_computing_and_information_technology,central_computing_and_information_technology_computer_science,CS102,Data Structures and Algorithms,200,3,Semester 2,core
central_computing_and_information_technology_computer_science_course_3,central,central_computing_and_information_technology,central_computing_and_information_technology_computer_science,CS103,Database Systems,300,3,Semester 1,core
central_computing_and_information_technology_computer_science_course_4,central,central_computing_and_information_technology,central_computing_and_information_technology_computer_science,CS104,Operating Systems,400,3,Semester 2,core
central_computing_and_information_technology_information_technology_course_1,central,central_computing_and_information_technology,central_computing_and_information_technology_information_technology,IT101,Networking,100,3,Semester 1,core
central_computing_and_information_technology_information_technology_course_2,central,central_computing_and_information_technology,central_computing_and_information_technology_information_technology,IT102,Web Technologies,200,3,Semester 2,core
central_computing_and_information_technology_information_technology_course_3,central,central_computing_and_information_technology,central_computing_and_information_technology_information_technology,IT103,Systems Administration,300,3,Semester 1,core
central_computing_and_information_technology_information_technology_course_4,central,central_computing_and_information_technology,central_computing_and_information_technology_information_technology,IT104,Cloud Computing,400,3,Semester 2,core
central_computing_and_information_technology_information_systems_course_1,central,central_computing_and_information_technology,central_computing_and_information_technology_information_systems,IS101,Systems Analysis and Design,100,3,Semester 1,core
central_computing_and_information_technology_information_systems_course_2,central,central_computing_and_information_technology,central_computing_and_information_technology_information_systems,IS102,Database Management,200,3,Semester 2,core
central_computing_and_information_technology_information_systems_course_3,central,central_computing_and_information_technology,central_computing_and_information_technology_information_systems,IS103,Enterprise Systems,300,3,Semester 1,core
central_computing_and_information_technology_information_systems_course_4,central,central_computing_and_information_technology,central_computing_and_information_technology_information_systems,IS104,IT Project Management,400,3,Semester 2,core
central_computing_and_information_technology_cybersecurity_course_1,central,central_computing_and_information_technology,central_computing_and_information_technology_cybersecurity,C101,Network Security,100,3,Semester 1,core
central_computing_and_information_technology_cybersecurity_course_2,central,central_computing_and_information_technology,central_computing_and_information_technology_cybersecurity,C102,Ethical Hacking,200,3,Semester 2,core
central_computing_and_information_technology_cybersecurity_course_3,central,central_computing_and_information_technology,central_computing_and_information_technology_cybersecurity,C103,Digital Forensics,300,3,Semester 1,core
central_computing_and_information_technology_cybersecurity_course_4,central,central_computing_and_information_technology,central_computing_and_information_technology_cybersecurity,C104,Security Governance,400,3,Semester 2,core
central_computing_and_information_technology_data_science_course_1,central,central_computing_and_information_technology,central_computing_and_information_technology_data_science,DS101,Statistics for Data Science,100,3,Semester 1,core
central_computing_and_information_technology_data_science_course_2,central,central_computing_and_information_technology,central_computing_and_information_technology_data_science,DS102,Machine Learning,200,3,Semester 2,core
central_computing_and_information_technology_data_science_course_3,central,central_computing_and_information_technology,central_computing_and_information_technology_data_science,DS103,Data Visualization,300,3,Semester 1,core
central_computing_and_information_technology_data_science_course_4,central,central_computing_and_information_technology,central_computing_and_information_technology_data_science,DS104,Big Data Analytics,400,3,Semester 2,core
central_computing_and_information_technology_software_engineering_course_1,central,central_computing_and_information_technology,central_computing_and_information_technology_software_engineering,SE101,Software Requirements,100,3,Semester 1,core
central_computing_and_information_technology_software_engineering_course_2,central,central_computing_and_information_technology,central_computing_and_information_technology_software_engineering,SE102,Software Design,200,3,Semester 2,core
central_computing_and_information_technology_software_engineering_course_3,central,central_computing_and_information_technology,central_computing_and_information_technology_software_engineering,SE103,Software Testing,300,3,Semester 1,core
central_computing_and_information_technology_software_engineering_course_4,central,central_computing_and_information_technology,central_computing_and_information_technology_software_engineering,SE104,DevOps,400,3,Semester 2,core
central_health_sciences_nursing_course_1,central,central_health_sciences,central_health_sciences_nursing,N101,Anatomy and Physiology,100,3,Semester 1,core
central_health_sciences_nursing_course_2,central,central_health_sciences,central_health_sciences_nursing,N102,Medical-Surgical Nursing,200,3,Semester 2,core
central_health_sciences_nursing_course_3,central,central_health_sciences,central_health_sciences_nursing,N103,Community Health Nursing,300,3,Semester 1,core
central_health_sciences_nursing_course_4,central,central_health_sciences,central_health_sciences_nursing,N104,Pharmacology,400,3,Semester 2,core
central_health_sciences_midwifery_course_1,central,central_health_sciences,central_health_sciences_midwifery,M101,Maternal Health,100,3,Semester 1,core
central_health_sciences_midwifery_course_2,central,central_health_sciences,central_health_sciences_midwifery,M102,Neonatal Care,200,3,Semester 2,core
central_health_sciences_midwifery_course_3,central,central_health_sciences,central_health_sciences_midwifery,M103,Reproductive Health,300,3,Semester 1,core
central_health_sciences_midwifery_course_4,central,central_health_sciences,central_health_sciences_midwifery,M104,Obstetric Emergencies,400,3,Semester 2,core
central_health_sciences_public_health_course_1,central,central_health_sciences,central_health_sciences_public_health,PH101,Epidemiology,100,3,Semester 1,core
central_health_sciences_public_health_course_2,central,central_health_sciences,central_health_sciences_public_health,PH102,Health Promotion,200,3,Semester 2,core
central_health_sciences_public_health_course_3,central,central_health_sciences,central_health_sciences_public_health,PH103,Biostatistics,300,3,Semester 1,core
central_health_sciences_public_health_course_4,central,central_health_sciences,central_health_sciences_public_health,PH104,Environmental Health,400,3,Semester 2,core
central_health_sciences_medical_laboratory_science_course_1,central,central_health_sciences,central_health_sciences_medical_laboratory_science,MLS101,Haematology,100,3,Semester 1,core
central_health_sciences_medical_laboratory_science_course_2,central,central_health_sciences,central_health_sciences_medical_laboratory_science,MLS102,Clinical Chemistry,200,3,Semester 2,core
central_health_sciences_medical_laboratory_science_course_3,central,central_health_sciences,central_health_sciences_medical_laboratory_science,MLS103,Microbiology,300,3,Semester 1,core
central_health_sciences_medical_laboratory_science_course_4,central,central_health_sciences,central_health_sciences_medical_laboratory_science,MLS104,Histopathology,400,3,Semester 2,core
central_health_sciences_physician_assistantship_course_1,central,central_health_sciences,central_health_sciences_physician_assistantship,PA101,Clinical Medicine,100,3,Semester 1,core
central_health_sciences_physician_assistantship_course_2,central,central_health_sciences,central_health_sciences_physician_assistantship,PA102,Diagnostics,200,3,Semester 2,core
central_health_sciences_physician_assistantship_course_3,central,central_health_sciences,central_health_sciences_physician_assistantship,PA103,Pharmacology,300,3,Semester 1,core
central_health_sciences_physician_assistantship_course_4,central,central_health_sciences,central_health_sciences_physician_assistantship,PA104,Emergency Care,400,3,Semester 2,core
central_health_sciences_health_information_management_course_1,central,central_health_sciences,central_health_sciences_health_information_management,HIM101,Health Records,100,3,Semester 1,core
central_health_sciences_health_information_management_course_2,central,central_health_sciences,central_health_sciences_health_information_management,HIM102,Medical Coding,200,3,Semester 2,core
central_health_sciences_health_information_management_course_3,central,central_health_sciences,central_health_sciences_health_information_management,HIM103,Health Informatics,300,3,Semester 1,core
central_health_sciences_health_information_management_course_4,central,central_health_sciences,central_health_sciences_health_information_management,HIM104,Data Quality,400,3,Semester 2,core
central_theology_leadership_and_humanities_theology_course_1,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_theology,T101,Biblical Studies,100,3,Semester 1,core
central_theology_leadership_and_humanities_theology_course_2,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_theology,T102,Systematic Theology,200,3,Semester 2,core
central_theology_leadership_and_humanities_theology_course_3,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_theology,T103,Church History,300,3,Semester 1,core
central_theology_leadership_and_humanities_theology_course_4,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_theology,T104,Pastoral Ministry,400,3,Semester 2,core
central_theology_leadership_and_humanities_religious_studies_course_1,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_religious_studies,RS101,World Religions,100,3,Semester 1,core
central_theology_leadership_and_humanities_religious_studies_course_2,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_religious_studies,RS102,Ethics,200,3,Semester 2,core
central_theology_leadership_and_humanities_religious_studies_course_3,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_religious_studies,RS103,African Traditional Religion,300,3,Semester 1,core
central_theology_leadership_and_humanities_religious_studies_course_4,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_religious_studies,RS104,Philosophy of Religion,400,3,Semester 2,core
central_theology_leadership_and_humanities_leadership_and_ministry_course_1,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_leadership_and_ministry,LAM101,Leadership Studies,100,3,Semester 1,core
central_theology_leadership_and_humanities_leadership_and_ministry_course_2,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_leadership_and_ministry,LAM102,Church Administration,200,3,Semester 2,core
central_theology_leadership_and_humanities_leadership_and_ministry_course_3,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_leadership_and_ministry,LAM103,Public Speaking,300,3,Semester 1,core
central_theology_leadership_and_humanities_leadership_and_ministry_course_4,central,central_theology_leadership_and_humanities,central_theology_leadership_and_humanities_leadership_and_ministry,LAM104,Ministry Practice,400,3,Semester 2,core
central_education_educational_studies_course_1,central,central_education,central_education_educational_studies,ES101,Foundations of Education,100,3,Semester 1,core
central_education_educational_studies_course_2,central,central_education,central_education_educational_studies,ES102,Educational Psychology,200,3,Semester 2,core
central_education_educational_studies_course_3,central,central_education,central_education_educational_studies,ES103,Assessment in Education,300,3,Semester 1,core
central_education_educational_studies_course_4,central,central_education,central_education_educational_studies,ES104,Inclusive Education,400,3,Semester 2,core
central_education_curriculum_and_instruction_course_1,central,central_education,central_education_curriculum_and_instruction,CAI101,Curriculum Studies,100,3,Semester 1,core
central_education_curriculum_and_instruction_course_2,central,central_education,central_education_curriculum_and_instruction,CAI102,Instructional Design,200,3,Semester 2,core
central_education_curriculum_and_instruction_course_3,central,central_education,central_education_curriculum_and_instruction,CAI103,Teaching Methods,300,3,Semester 1,core
central_education_curriculum_and_instruction_course_4,central,central_education,central_education_curriculum_and_instruction,CAI104,Educational Technology,400,3,Semester 2,core
central_education_educational_leadership_course_1,central,central_education,central_education_educational_leadership,EL101,School Administration,100,3,Semester 1,core
central_education_educational_leadership_course_2,central,central_education,central_education_educational_leadership,EL102,Leadership Theory,200,3,Semester 2,core
central_education_educational_leadership_course_3,central,central_education,central_education_educational_leadership,EL103,Policy and Planning,300,3,Semester 1,core
central_education_educational_leadership_course_4,central,central_education,central_education_educational_leadership,EL104,Supervision,400,3,Semester 2,core
central_education_guidance_and_counselling_course_1,central,central_education,central_education_guidance_and_counselling,GAC101,Counselling Theory,100,3,Semester 1,core
central_education_guidance_and_counselling_course_2,central,central_education,central_education_guidance_and_counselling,GAC102,Career Guidance,200,3,Semester 2,core
central_education_guidance_and_counselling_course_3,central,central_education,central_education_guidance_and_counselling,GAC103,Group Counselling,300,3,Semester 1,core
central_education_guidance_and_counselling_course_4,central,central_education,central_education_guidance_and_counselling,GAC104,Testing and Assessment,400,3,Semester 2,core
vvu_business_and_management_studies_accounting_course_1,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_accounting,A101,Financial Accounting,100,3,Semester 1,core
vvu_business_and_management_studies_accounting_course_2,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_accounting,A102,Cost Accounting,200,3,Semester 2,core
vvu_business_and_management_studies_accounting_course_3,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_accounting,A103,Auditing,300,3,Semester 1,core
vvu_business_and_management_studies_accounting_course_4,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_accounting,A104,Taxation,400,3,Semester 2,core
vvu_business_and_management_studies_banking_and_finance_course_1,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_banking_and_finance,BAF101,Corporate Finance,100,3,Semester 1,core
vvu_business_and_management_studies_banking_and_finance_course_2,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_banking_and_finance,BAF102,Financial Markets,200,3,Semester 2,core
vvu_business_and_management_studies_banking_and_finance_course_3,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_banking_and_finance,BAF103,Investment Analysis,300,3,Semester 1,core
vvu_business_and_management_studies_banking_and_finance_course_4,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_banking_and_finance,BAF104,Risk Management,400,3,Semester 2,core
vvu_business_and_management_studies_marketing_course_1,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_marketing,M101,Principles of Marketing,100,3,Semester 1,core
vvu_business_and_management_studies_marketing_course_2,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_marketing,M102,Consumer Behaviour,200,3,Semester 2,core
vvu_business_and_management_studies_marketing_course_3,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_marketing,M103,Digital Marketing,300,3,Semester 1,core
vvu_business_and_management_studies_marketing_course_4,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_marketing,M104,Sales Management,400,3,Semester 2,core
vvu_business_and_management_studies_human_resource_management_course_1,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_human_resource_management,HRM101,Organizational Behaviour,100,3,Semester 1,core
vvu_business_and_management_studies_human_resource_management_course_2,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_human_resource_management,HRM102,Recruitment and Selection,200,3,Semester 2,core
vvu_business_and_management_studies_human_resource_management_course_3,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_human_resource_management,HRM103,Labour Relations,300,3,Semester 1,core
vvu_business_and_management_studies_human_resource_management_course_4,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_human_resource_management,HRM104,Performance Management,400,3,Semester 2,core
vvu_business_and_management_studies_procurement_and_supply_chain_course_1,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_procurement_and_supply_chain,PASC101,Procurement Principles,100,3,Semester 1,core
vvu_business_and_management_studies_procurement_and_supply_chain_course_2,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_procurement_and_supply_chain,PASC102,Logistics Management,200,3,Semester 2,core
vvu_business_and_management_studies_procurement_and_supply_chain_course_3,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_procurement_and_supply_chain,PASC103,Inventory Control,300,3,Semester 1,core
vvu_business_and_management_studies_procurement_and_supply_chain_course_4,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_procurement_and_supply_chain,PASC104,Contract Management,400,3,Semester 2,core
vvu_business_and_management_studies_business_administration_course_1,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_business_administration,BA101,Business Law,100,3,Semester 1,core
vvu_business_and_management_studies_business_administration_course_2,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_business_administration,BA102,Entrepreneurship,200,3,Semester 2,core
vvu_business_and_management_studies_business_administration_course_3,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_business_administration,BA103,Strategic Management,300,3,Semester 1,core
vvu_business_and_management_studies_business_administration_course_4,vvu,vvu_business_and_management_studies,vvu_business_and_management_studies_business_administration,BA104,Operations Management,400,3,Semester 2,core
vvu_computing_and_information_technology_computer_science_course_1,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_computer_science,CS101,Programming Fundamentals,100,3,Semester 1,core
vvu_computing_and_information_technology_computer_science_course_2,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_computer_science,CS102,Data Structures and Algorithms,200,3,Semester 2,core
vvu_computing_and_information_technology_computer_science_course_3,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_computer_science,CS103,Database Systems,300,3,Semester 1,core
vvu_computing_and_information_technology_computer_science_course_4,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_computer_science,CS104,Operating Systems,400,3,Semester 2,core
vvu_computing_and_information_technology_information_technology_course_1,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_technology,IT101,Networking,100,3,Semester 1,core
vvu_computing_and_information_technology_information_technology_course_2,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_technology,IT102,Web Technologies,200,3,Semester 2,core
vvu_computing_and_information_technology_information_technology_course_3,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_technology,IT103,Systems Administration,300,3,Semester 1,core
vvu_computing_and_information_technology_information_technology_course_4,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_technology,IT104,Cloud Computing,400,3,Semester 2,core
vvu_computing_and_information_technology_information_systems_course_1,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_systems,IS101,Systems Analysis and Design,100,3,Semester 1,core
vvu_computing_and_information_technology_information_systems_course_2,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_systems,IS102,Database Management,200,3,Semester 2,core
vvu_computing_and_information_technology_information_systems_course_3,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_systems,IS103,Enterprise Systems,300,3,Semester 1,core
vvu_computing_and_information_technology_information_systems_course_4,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_information_systems,IS104,IT Project Management,400,3,Semester 2,core
vvu_computing_and_information_technology_cybersecurity_course_1,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_cybersecurity,C101,Network Security,100,3,Semester 1,core
vvu_computing_and_information_technology_cybersecurity_course_2,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_cybersecurity,C102,Ethical Hacking,200,3,Semester 2,core
vvu_computing_and_information_technology_cybersecurity_course_3,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_cybersecurity,C103,Digital Forensics,300,3,Semester 1,core
vvu_computing_and_information_technology_cybersecurity_course_4,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_cybersecurity,C104,Security Governance,400,3,Semester 2,core
vvu_computing_and_information_technology_data_science_course_1,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_data_science,DS101,Statistics for Data Science,100,3,Semester 1,core
vvu_computing_and_information_technology_data_science_course_2,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_data_science,DS102,Machine Learning,200,3,Semester 2,core
vvu_computing_and_information_technology_data_science_course_3,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_data_science,DS103,Data Visualization,300,3,Semester 1,core
vvu_computing_and_information_technology_data_science_course_4,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_data_science,DS104,Big Data Analytics,400,3,Semester 2,core
vvu_computing_and_information_technology_software_engineering_course_1,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_software_engineering,SE101,Software Requirements,100,3,Semester 1,core
vvu_computing_and_information_technology_software_engineering_course_2,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_software_engineering,SE102,Software Design,200,3,Semester 2,core
vvu_computing_and_information_technology_software_engineering_course_3,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_software_engineering,SE103,Software Testing,300,3,Semester 1,core
vvu_computing_and_information_technology_software_engineering_course_4,vvu,vvu_computing_and_information_technology,vvu_computing_and_information_technology_software_engineering,SE104,DevOps,400,3,Semester 2,core
vvu_health_sciences_nursing_course_1,vvu,vvu_health_sciences,vvu_health_sciences_nursing,N101,Anatomy and Physiology,100,3,Semester 1,core
vvu_health_sciences_nursing_course_2,vvu,vvu_health_sciences,vvu_health_sciences_nursing,N102,Medical-Surgical Nursing,200,3,Semester 2,core
vvu_health_sciences_nursing_course_3,vvu,vvu_health_sciences,vvu_health_sciences_nursing,N103,Community Health Nursing,300,3,Semester 1,core
vvu_health_sciences_nursing_course_4,vvu,vvu_health_sciences,vvu_health_sciences_nursing,N104,Pharmacology,400,3,Semester 2,core
vvu_health_sciences_midwifery_course_1,vvu,vvu_health_sciences,vvu_health_sciences_midwifery,M101,Maternal Health,100,3,Semester 1,core
vvu_health_sciences_midwifery_course_2,vvu,vvu_health_sciences,vvu_health_sciences_midwifery,M102,Neonatal Care,200,3,Semester 2,core
vvu_health_sciences_midwifery_course_3,vvu,vvu_health_sciences,vvu_health_sciences_midwifery,M103,Reproductive Health,300,3,Semester 1,core
vvu_health_sciences_midwifery_course_4,vvu,vvu_health_sciences,vvu_health_sciences_midwifery,M104,Obstetric Emergencies,400,3,Semester 2,core
vvu_health_sciences_public_health_course_1,vvu,vvu_health_sciences,vvu_health_sciences_public_health,PH101,Epidemiology,100,3,Semester 1,core
vvu_health_sciences_public_health_course_2,vvu,vvu_health_sciences,vvu_health_sciences_public_health,PH102,Health Promotion,200,3,Semester 2,core
vvu_health_sciences_public_health_course_3,vvu,vvu_health_sciences,vvu_health_sciences_public_health,PH103,Biostatistics,300,3,Semester 1,core
vvu_health_sciences_public_health_course_4,vvu,vvu_health_sciences,vvu_health_sciences_public_health,PH104,Environmental Health,400,3,Semester 2,core
vvu_health_sciences_medical_laboratory_science_course_1,vvu,vvu_health_sciences,vvu_health_sciences_medical_laboratory_science,MLS101,Haematology,100,3,Semester 1,core
vvu_health_sciences_medical_laboratory_science_course_2,vvu,vvu_health_sciences,vvu_health_sciences_medical_laboratory_science,MLS102,Clinical Chemistry,200,3,Semester 2,core
vvu_health_sciences_medical_laboratory_science_course_3,vvu,vvu_health_sciences,vvu_health_sciences_medical_laboratory_science,MLS103,Microbiology,300,3,Semester 1,core
vvu_health_sciences_medical_laboratory_science_course_4,vvu,vvu_health_sciences,vvu_health_sciences_medical_laboratory_science,MLS104,Histopathology,400,3,Semester 2,core
vvu_health_sciences_physician_assistantship_course_1,vvu,vvu_health_sciences,vvu_health_sciences_physician_assistantship,PA101,Clinical Medicine,100,3,Semester 1,core
vvu_health_sciences_physician_assistantship_course_2,vvu,vvu_health_sciences,vvu_health_sciences_physician_assistantship,PA102,Diagnostics,200,3,Semester 2,core
vvu_health_sciences_physician_assistantship_course_3,vvu,vvu_health_sciences,vvu_health_sciences_physician_assistantship,PA103,Pharmacology,300,3,Semester 1,core
vvu_health_sciences_physician_assistantship_course_4,vvu,vvu_health_sciences,vvu_health_sciences_physician_assistantship,PA104,Emergency Care,400,3,Semester 2,core
vvu_health_sciences_health_information_management_course_1,vvu,vvu_health_sciences,vvu_health_sciences_health_information_management,HIM101,Health Records,100,3,Semester 1,core
vvu_health_sciences_health_information_management_course_2,vvu,vvu_health_sciences,vvu_health_sciences_health_information_management,HIM102,Medical Coding,200,3,Semester 2,core
vvu_health_sciences_health_information_management_course_3,vvu,vvu_health_sciences,vvu_health_sciences_health_information_management,HIM103,Health Informatics,300,3,Semester 1,core
vvu_health_sciences_health_information_management_course_4,vvu,vvu_health_sciences,vvu_health_sciences_health_information_management,HIM104,Data Quality,400,3,Semester 2,core
