id,university_id,faculty_id,name
vvu_health_sciences_physician_assistantship,vvu,vvu_health_sciences,Physician Assistantship
vvu_health_sciences_health_information_management,vvu,vvu_health_sciences,Health Information Management
vvu_theology_leadership_and_humanities_theology,vvu,vvu_theology_leadership_and_humanities,Theology
vvu_theology_leadership_and_humanities_religious_studies,vvu,vvu_theology_leadership_and_humanities,Religious Studies
vvu_theology_leadership_and_humanities_leadership_and_ministry,vvu,vvu_theology_leadership_and_humanities,Leadership and Ministry
vvu_education_educational_studies,vvu,vvu_education,Educational Studies
vvu_education_curriculum_and_instruction,vvu,vvu_education,Curriculum and Instruction
vvu_education_educational_leadership,vvu,vvu_education,Educational Leadership
vvu_education_guidance_and_counselling,vvu,vvu_education,Guidance and Counselling
pu_business_and_management_studies_accounting,pu,pu_business_and_management_studies,Accounting
pu_business_and_management_studies_banking_and_finance,pu,pu_business_and_management_studies,Banking and Finance
pu_business_and_management_studies_marketing,pu,pu_business_and_management_studies,Marketing
pu_business_and_management_studies_human_resource_management,pu,pu_business_and_management_studies,Human Resource Management
pu_business_and_management_studies_procurement_and_supply_chain,pu,pu_business_and_management_studies,Procurement and Supply Chain
pu_business_and_management_studies_business_administration,pu,pu_business_and_management_studies,Business Administration
pu_computing_and_information_technology_computer_science,pu,pu_computing_and_information_technology,Computer Science
pu_computing_and_information_technology_information_technology,pu,pu_computing_and_information_technology,Information Technology
pu_computing_and_information_technology_information_systems,pu,pu_computing_and_information_technology,Information Systems
pu_computing_and_information_technology_cybersecurity,pu,pu_computing_and_information_technology,Cybersecurity
pu_computing_and_information_technology_data_science,pu,pu_computing_and_information_technology,Data Science
pu_computing_and_information_technology_software_engineering,pu,pu_computing_and_information_technology,Software Engineering
pu_health_sciences_nursing,pu,pu_health_sciences,Nursing
pu_health_sciences_midwifery,pu,pu_health_sciences,Midwifery
pu_health_sciences_public_health,pu,pu_health_sciences,Public Health
pu_health_sciences_medical_laboratory_science,pu,pu_health_sciences,Medical Laboratory Science
pu_health_sciences_physician_assistantship,pu,pu_health_sciences,Physician Assistantship
pu_health_sciences_health_information_management,pu,pu_health_sciences,Health Information Management
pu_theology_leadership_and_humanities_theology,pu,pu_theology_leadership_and_humanities,Theology
pu_theology_leadership_and_humanities_religious_studies,pu,pu_theology_leadership_and_humanities,Religious Studies
pu_theology_leadership_and_humanities_leadership_and_ministry,pu,pu_theology_leadership_and_humanities,Leadership and Ministry
pu_education_educational_studies,pu,pu_education,Educational Studies
pu_education_curriculum_and_instruction,pu,pu_education,Curriculum and Instruction
pu_education_educational_leadership,pu,pu_education,Educational Leadership
pu_education_guidance_and_counselling,pu,pu_education,Guidance and Counselling
regent_business_and_management_studies_accounting,regent,regent_business_and_management_studies,Accounting
regent_business_and_management_studies_banking_and_finance,regent,regent_business_and_management_studies,Banking and Finance
regent_business_and_management_studies_marketing,regent,regent_business_and_management_studies,Marketing
regent_business_and_management_studies_human_resource_management,regent,regent_business_and_management_studies,Human Resource Management
regent_business_and_management_studies_procurement_and_supply_chain,regent,regent_business_and_management_studies,Procurement and Supply Chain
regent_business_and_management_studies_business_administration,regent,regent_business_and_management_studies,Business Administration
regent_fecas_computing,regent,regent_fecas,Computing
regent_fecas_information_technology,regent,regent_fecas,Information Technology
regent_fecas_information_systems,regent,regent_fecas,Information Systems
regent_fecas_cybersecurity,regent,regent_fecas,Cybersecurity
regent_fecas_data_science,regent,regent_fecas,Data Science
regent_fecas_software_engineering,regent,regent_fecas,Software Engineering
regent_health_sciences_nursing,regent,regent_health_sciences,Nursing
regent_health_sciences_midwifery,regent,regent_health_sciences,Midwifery
regent_health_sciences_public_health,regent,regent_health_sciences,Public Health
regent_health_sciences_medical_laboratory_science,regent,regent_health_sciences,Medical Laboratory Science
regent_health_sciences_physician_assistantship,regent,regent_health_sciences,Physician Assistantship
regent_health_sciences_health_information_management,regent,regent_health_sciences,Health Information Management
regent_media_communication_and_creative_arts_journalism,regent,regent_media_communication_and_creative_arts,Journalism
regent_media_communication_and_creative_arts_public_relations,regent,regent_media_communication_and_creative_arts,Public Relations
regent_media_communication_and_creative_arts_communication_studies,regent,regent_media_communication_and_creative_arts,Communication Studies
regent_media_communication_and_creative_arts_film_and_media_studies,regent,regent_media_communication_and_creative_arts,Film and Media Studies
regent_education_educational_studies,regent,regent_education,Educational Studies
regent_education_curriculum_and_instruction,regent,regent_education,Curriculum and Instruction
regent_education_educational_leadership,regent,regent_education,Educational Leadership
regent_education_guidance_and_counselling,regent,regent_education,Guidance and Counselling
anu_business_and_management_studies_accounting,anu,anu_business_and_management_studies,Accounting
anu_business_and_management_studies_banking_and_finance,anu,anu_business_and_management_studies,Banking and Finance
anu_business_and_management_studies_marketing,anu,anu_business_and_management_studies,Marketing
anu_business_and_management_studies_human_resource_management,anu,anu_business_and_management_studies,Human Resource Management
anu_business_and_management_studies_procurement_and_supply_chain,anu,anu_business_and_management_studies,Procurement and Supply Chain
anu_business_and_management_studies_business_administration,anu,anu_business_and_management_studies,Business Administration
anu_computing_and_information_technology_computer_science,anu,anu_computing_and_information_technology,Computer Science
anu_computing_and_information_technology_information_technology,anu,anu_computing_and_information_technology,Information Technology
anu_computing_and_information_technology_information_systems,anu,anu_computing_and_information_technology,Information Systems
anu_computing_and_information_technology_cybersecurity,anu,anu_computing_and_information_technology,Cybersecurity
anu_computing_and_information_technology_data_science,anu,anu_computing_and_information_technology,Data Science
anu_computing_and_information_technology_software_engineering,anu,anu_computing_and_information_technology,Software Engineering
anu_health_sciences_nursing,anu,anu_health_sciences,Nursing
anu_health_sciences_midwifery,anu,anu_health_sciences,Midwifery
anu_health_sciences_public_health,anu,anu_health_sciences,Public Health
anu_health_sciences_medical_laboratory_science,anu,anu_health_sciences,Medical Laboratory Science
anu_health_sciences_physician_assistantship,anu,anu_health_sciences,Physician Assistantship
anu_health_sciences_health_information_management,anu,anu_health_sciences,Health Information Management
anu_theology_leadership_and_humanities_theology,anu,anu_theology_leadership_and_humanities,Theology
anu_theology_leadership_and_humanities_religious_studies,anu,anu_theology_leadership_and_humanities,Religious Studies
anu_theology_leadership_and_humanities_leadership_and_ministry,anu,anu_theology_leadership_and_humanities,Leadership and Ministry
anu_education_educational_studies,anu,anu_education,Educational Studies
anu_education_curriculum_and_instruction,anu,anu_education,Curriculum and Instruction
anu_education_educational_leadership,anu,anu_education,Educational Leadership
anu_education_guidance_and_counselling,anu,anu_education,Guidance and Counselling
mug_business_and_management_studies_accounting,mug,mug_business_and_management_studies,Accounting
mug_business_and_management_studies_banking_and_finance,mug,mug_business_and_management_studies,Banking and Finance
mug_business_and_management_studies_marketing,mug,mug_business_and_management_studies,Marketing
mug_business_and_management_studies_human_resource_management,mug,mug_business_and_management_studies,Human Resource Management
mug_business_and_management_studies_procurement_and_supply_chain,mug,mug_business_and_management_studies,Procurement and Supply Chain
mug_business_and_management_studies_business_administration,mug,mug_business_and_management_studies,Business Administration
mug_computing_and_information_technology_computer_science,mug,mug_computing_and_information_technology,Computer Science
mug_computing_and_information_technology_information_technology,mug,mug_computing_and_information_technology,Information Technology
mug_computing_and_information_technology_information_systems,mug,mug_computing_and_information_technology,Information Systems
mug_computing_and_information_technology_cybersecurity,mug,mug_computing_and_information_technology,Cybersecurity
mug_computing_and_information_technology_data_science,mug,mug_computing_and_information_technology,Data Science
mug_computing_and_information_technology_software_engineering,mug,mug_computing_and_information_technology,Software Engineering
mug_health_sciences_nursing,mug,mug_health_sciences,Nursing
mug_health_sciences_midwifery,mug,mug_health_sciences,Midwifery
mug_health_sciences_public_health,mug,mug_health_sciences,Public Health
mug_health_sciences_medical_laboratory_science,mug,mug_health_sciences,Medical Laboratory Science
mug_health_sciences_physician_assistantship,mug,mug_health_sciences,Physician Assistantship
mug_health_sciences_health_information_management,mug,mug_health_sciences,Health Information Management
mug_theology_leadership_and_humanities_theology,mug,mug_theology_leadership_and_humanities,Theology
mug_theology_leadership_and_humanities_religious_studies,mug,mug_theology_leadership_and_humanities,Religious Studies
mug_theology_leadership_and_humanities_leadership_and_ministry,mug,mug_theology_leadership_and_humanities,Leadership and Ministry
mug_education_educational_studies,mug,mug_education,Educational Studies
mug_education_curriculum_and_instruction,mug,mug_education,Curriculum and Instruction
mug_education_educational_leadership,mug,mug_education,Educational Leadership
mug_education_guidance_and_counselling,mug,mug_education,Guidance and Counselling
cug_business_and_management_studies_accounting,cug,cug_business_and_management_studies,Accounting
cug_business_and_management_studies_banking_and_finance,cug,cug_business_and_management_studies,Banking and Finance
cug_business_and_management_studies_marketing,cug,cug_business_and_management_studies,Marketing
cug_business_and_management_studies_human_resource_management,cug,cug_business_and_management_studies,Human Resource Management
cug_business_and_management_studies_procurement_and_supply_chain,cug,cug_business_and_management_studies,Procurement and Supply Chain
cug_business_and_management_studies_business_administration,cug,cug_business_and_management_studies,Business Administration
cug_computing_and_information_technology_computer_science,cug,cug_computing_and_information_technology,Computer Science
cug_computing_and_information_technology_information_technology,cug,cug_computing_and_information_technology,Information Technology
cug_computing_and_information_technology_information_systems,cug,cug_computing_and_information_technology,Information Systems
cug_computing_and_information_technology_cybersecurity,cug,cug_computing_and_information_technology,Cybersecurity
cug_computing_and_information_technology_data_science,cug,cug_computing_and_information_technology,Data Science
cug_computing_and_information_technology_software_engineering,cug,cug_computing_and_information_technology,Software Engineering
cug_health_sciences_nursing,cug,cug_health_sciences,Nursing
cug_health_sciences_midwifery,cug,cug_health_sciences,Midwifery
cug_health_sciences_public_health,cug,cug_health_sciences,Public Health
cug_health_sciences_medical_laboratory_science,cug,cug_health_sciences,Medical Laboratory Science
cug_health_sciences_physician_assistantship,cug,cug_health_sciences,Physician Assistantship
cug_health_sciences_health_information_management,cug,cug_health_sciences,Health Information Management
cug_theology_leadership_and_humanities_theology,cug,cug_theology_leadership_and_humanities,Theology
cug_theology_leadership_and_humanities_religious_studies,cug,cug_theology_leadership_and_humanities,Religious Studies
cug_theology_leadership_and_humanities_leadership_and_ministry,cug,cug_theology_leadership_and_humanities,Leadership and Ministry
cug_education_educational_studies,cug,cug_education,Educational Studies
cug_education_curriculum_and_instruction,cug,cug_education,Curriculum and Instruction
cug_education_educational_leadership,cug,cug_education,Educational Leadership
cug_education_guidance_and_counselling,cug,cug_education,Guidance and Counselling
gcu_business_and_management_studies_accounting,gcu,gcu_business_and_management_studies,Accounting
gcu_business_and_management_studies_banking_and_finance,gcu,gcu_business_and_management_studies,Banking and Finance
gcu_business_and_management_studies_marketing,gcu,gcu_business_and_management_studies,Marketing
gcu_business_and_management_studies_human_resource_management,gcu,gcu_business_and_management_studies,Human Resource Management
gcu_business_and_management_studies_procurement_and_supply_chain,gcu,gcu_business_and_management_studies,Procurement and Supply Chain
gcu_business_and_management_studies_business_administration,gcu,gcu_business_and_management_studies,Business Administration
gcu_computing_and_information_technology_computer_science,gcu,gcu_computing_and_information_technology,Computer Science
gcu_computing_and_information_technology_information_technology,gcu,gcu_computing_and_information_technology,Information Technology
gcu_computing_and_information_technology_information_systems,gcu,gcu_computing_and_information_technology,Information Systems
gcu_computing_and_information_technology_cybersecurity,gcu,gcu_computing_and_information_technology,Cybersecurity
gcu_computing_and_information_technology_data_science,gcu,gcu_computing_and_information_technology,Data Science
gcu_computing_and_information_technology_software_engineering,gcu,gcu_computing_and_information_technology,Software Engineering
gcu_health_sciences_nursing,gcu,gcu_health_sciences,Nursing
gcu_health_sciences_midwifery,gcu,gcu_health_sciences,Midwifery
gcu_health_sciences_public_health,gcu,gcu_health_sciences,Public Health
gcu_health_sciences_medical_laboratory_science,gcu,gcu_health_sciences,Medical Laboratory Science
gcu_health_sciences_physician_assistantship,gcu,gcu_health_sciences,Physician Assistantship
gcu_health_sciences_health_information_management,gcu,gcu_health_sciences,Health Information Management
gcu_theology_leadership_and_humanities_theology,gcu,gcu_theology_leadership_and_humanities,Theology
gcu_theology_leadership_and_humanities_religious_studies,gcu,gcu_theology_leadership_and_humanities,Religious Studies
gcu_theology_leadership_and_humanities_leadership_and_ministry,gcu,gcu_theology_leadership_and_humanities,Leadership and Ministry
gcu_education_educational_studies,gcu,gcu_education,Educational Studies
gcu_education_curriculum_and_instruction,gcu,gcu_education,Curriculum and Instruction
gcu_education_educational_leadership,gcu,gcu_education,Educational Leadership
gcu_education_guidance_and_counselling,gcu,gcu_education,Guidance and Counselling
kaaf_business_and_management_studies_accounting,kaaf,kaaf_business_and_management_studies,Accounting
kaaf_business_and_management_studies_banking_and_finance,kaaf,kaaf_business_and_management_studies,Banking and Finance
kaaf_business_and_management_studies_marketing,kaaf,kaaf_business_and_management_studies,Marketing
kaaf_business_and_management_studies_human_resource_management,kaaf,kaaf_business_and_management_studies,Human Resource Management
kaaf_business_and_management_studies_procurement_and_supply_chain,kaaf,kaaf_business_and_management_studies,Procurement and Supply Chain
kaaf_business_and_management_studies_business_administration,kaaf,kaaf_business_and_management_studies,Business Administration
kaaf_computing_and_information_technology_computer_science,kaaf,kaaf_computing_and_information_technology,Computer Science
kaaf_computing_and_information_technology_information_technology,kaaf,kaaf_computing_and_information_technology,Information Technology
kaaf_computing_and_information_technology_information_systems,kaaf,kaaf_computing_and_information_technology,Information Systems
kaaf_computing_and_information_technology_cybersecurity,kaaf,kaaf_computing_and_information_technology,Cybersecurity
kaaf_computing_and_information_technology_data_science,kaaf,kaaf_computing_and_information_technology,Data Science
kaaf_computing_and_information_technology_software_engineering,kaaf,kaaf_computing_and_information_technology,Software Engineering
kaaf_health_sciences_nursing,kaaf,kaaf_health_sciences,Nursing
kaaf_health_sciences_midwifery,kaaf,kaaf_health_sciences,Midwifery
kaaf_health_sciences_public_health,kaaf,kaaf_health_sciences,Public Health
kaaf_health_sciences_medical_laboratory_science,kaaf,kaaf_health_sciences,Medical Laboratory Science
kaaf_health_sciences_physician_assistantship,kaaf,kaaf_health_sciences,Physician Assistantship
kaaf_health_sciences_health_information_management,kaaf,kaaf_health_sciences,Health Information Management
kaaf_theology_leadership_and_humanities_theology,kaaf,kaaf_theology_leadership_and_humanities,Theology
kaaf_theology_leadership_and_humanities_religious_studies,kaaf,kaaf_theology_leadership_and_humanities,Religious Studies
kaaf_theology_leadership_and_humanities_leadership_and_ministry,kaaf,kaaf_theology_leadership_and_humanities,Leadership and Ministry
kaaf_education_educational_studies,kaaf,kaaf_education,Educational Studies
kaaf_education_curriculum_and_instruction,kaaf,kaaf_education,Curriculum and Instruction
kaaf_education_educational_leadership,kaaf,kaaf_education,Educational Leadership
kaaf_education_guidance_and_counselling,kaaf,kaaf_education,Guidance and Counselling
fhu_business_and_management_studies_accounting,fhu,fhu_business_and_management_studies,Accounting
fhu_business_and_management_studies_banking_and_finance,fhu,fhu_business_and_management_studies,Banking and Finance
fhu_business_and_management_studies_marketing,fhu,fhu_business_and_management_studies,Marketing
fhu_business_and_management_studies_human_resource_management,fhu,fhu_business_and_management_studies,Human Resource Management
fhu_business_and_management_studies_procurement_and_supply_chain,fhu,fhu_business_and_management_studies,Procurement and Supply Chain
fhu_business_and_management_studies_business_administration,fhu,fhu_business_and_management_studies,Business Administration
fhu_computing_and_information_technology_computer_science,fhu,fhu_computing_and_information_technology,Computer Science
fhu_computing_and_information_technology_information_technology,fhu,fhu_computing_and_information_technology,Information Technology
fhu_computing_and_information_technology_information_systems,fhu,fhu_computing_and_information_technology,Information Systems
fhu_computing_and_information_technology_cybersecurity,fhu,fhu_computing_and_information_technology,Cybersecurity
fhu_computing_and_information_technology_data_science,fhu,fhu_computing_and_information_technology,Data Science
fhu_computing_and_information_technology_software_engineering,fhu,fhu_computing_and_information_technology,Software Engineering
fhu_health_sciences_nursing,fhu,fhu_health_sciences,Nursing
fhu_health_sciences_midwifery,fhu,fhu_health_sciences,Midwifery
fhu_health_sciences_public_health,fhu,fhu_health_sciences,Public Health
fhu_health_sciences_medical_laboratory_science,fhu,fhu_health_sciences,Medical Laboratory Science
fhu_health_sciences_physician_assistantship,fhu,fhu_health_sciences,Physician Assistantship
fhu_health_sciences_health_information_management,fhu,fhu_health_sciences,Health Information Management
fhu_theology_leadership_and_humanities_theology,fhu,fhu_theology_leadership_and_humanities,Theology
fhu_theology_leadership_and_humanities_religious_studies,fhu,fhu_theology_leadership_and_humanities,Religious Studies
fhu_theology_leadership_and_humanities_leadership_and_ministry,fhu,fhu_theology_leadership_and_humanities,Leadership and Ministry
fhu_education_educational_studies,fhu,fhu_education,Educational Studies
fhu_education_curriculum_and_instruction,fhu,fhu_education,Curriculum and Instruction
fhu_education_educational_leadership,fhu,fhu_education,Educational Leadership
fhu_education_guidance_and_counselling,fhu,fhu_education,Guidance and Counselling
hcu_business_and_management_studies_accounting,hcu,hcu_business_and_management_studies,Accounting
hcu_business_and_management_studies_banking_and_finance,hcu,hcu_business_and_management_studies,Banking and Finance
hcu_business_and_management_studies_marketing,hcu,hcu_business_and_management_studies,Marketing
hcu_business_and_management_studies_human_resource_management,hcu,hcu_business_and_management_studies,Human Resource Management
hcu_business_and_management_studies_procurement_and_supply_chain,hcu,hcu_business_and_management_studies,Procurement and Supply Chain
hcu_business_and_management_studies_business_administration,hcu,hcu_business_and_management_studies,Business Administration
hcu_computing_and_information_technology_computer_science,hcu,hcu_computing_and_information_technology,Computer Science
hcu_computing_and_information_technology_information_technology,hcu,hcu_computing_and_information_technology,Information Technology
hcu_computing_and_information_technology_information_systems,hcu,hcu_computing_and_information_technology,Information Systems
hcu_computing_and_information_technology_cybersecurity,hcu,hcu_computing_and_information_technology,Cybersecurity
hcu_computing_and_information_technology_data_science,hcu,hcu_computing_and_information_technology,Data Science
hcu_computing_and_information_technology_software_engineering,hcu,hcu_computing_and_information_technology,Software Engineering
hcu_health_sciences_nursing,hcu,hcu_health_sciences,Nursing
hcu_health_sciences_midwifery,hcu,hcu_health_sciences,Midwifery
hcu_health_sciences_public_health,hcu,hcu_health_sciences,Public Health
hcu_health_sciences_medical_laboratory_science,hcu,hcu_health_sciences,Medical Laboratory Science
hcu_health_sciences_physician_assistantship,hcu,hcu_health_sciences,Physician Assistantship
hcu_health_sciences_health_information_management,hcu,hcu_health_sciences,Health Information Management
hcu_theology_leadership_and_humanities_theology,hcu,hcu_theology_leadership_and_humanities,Theology
hcu_theology_leadership_and_humanities_religious_studies,hcu,hcu_theology_leadership_and_humanities,Religious Studies
hcu_theology_leadership_and_humanities_leadership_and_ministry,hcu,hcu_theology_leadership_and_humanities,Leadership and Ministry
hcu_education_educational_studies,hcu,hcu_education,Educational Studies
hcu_education_curriculum_and_instruction,hcu,hcu_education,Curriculum and Instruction
hcu_education_educational_leadership,hcu,hcu_education,Educational Leadership
hcu_education_guidance_and_counselling,hcu,hcu_education,Guidance and Counselling
csu_business_and_management_studies_accounting,csu,csu_business_and_management_studies,Accounting
csu_business_and_management_studies_banking_and_finance,csu,csu_business_and_management_studies,Banking and Finance
csu_business_and_management_studies_marketing,csu,csu_business_and_management_studies,Marketing
csu_business_and_management_studies_human_resource_management,csu,csu_business_and_management_studies,Human Resource Management
csu_business_and_management_studies_procurement_and_supply_chain,csu,csu_business_and_management_studies,Procurement and Supply Chain
csu_business_and_management_studies_business_administration,csu,csu_business_and_management_studies,Business Administration
csu_computing_and_information_technology_computer_science,csu,csu_computing_and_information_technology,Computer Science
csu_computing_and_information_technology_information_technology,csu,csu_computing_and_information_technology,Information Technology
csu_computing_and_information_technology_information_systems,csu,csu_computing_and_information_technology,Information Systems
csu_computing_and_information_technology_cybersecurity,csu,csu_computing_and_information_technology,Cybersecurity
csu_computing_and_information_technology_data_science,csu,csu_computing_and_information_technology,Data Science
csu_computing_and_information_technology_software_engineering,csu,csu_computing_and_information_technology,Software Engineering
csu_health_sciences_nursing,csu,csu_health_sciences,Nursing
csu_health_sciences_midwifery,csu,csu_health_sciences,Midwifery
csu_health_sciences_public_health,csu,csu_health_sciences,Public Health
csu_health_sciences_medical_laboratory_science,csu,csu_health_sciences,Medical Laboratory Science
csu_health_sciences_physician_assistantship,csu,csu_health_sciences,Physician Assistantship
csu_health_sciences_health_information_management,csu,csu_health_sciences,Health Information Management
csu_theology_leadership_and_humanities_theology,csu,csu_theology_leadership_and_humanities,Theology
csu_theology_leadership_and_humanities_religious_studies,csu,csu_theology_leadership_and_humanities,Religious Studies
csu_theology_leadership_and_humanities_leadership_and_ministry,csu,csu_theology_leadership_and_humanities,Leadership and Ministry
csu_education_educational_studies,csu,csu_education,Educational Studies
csu_education_curriculum_and_instruction,csu,csu_education,Curriculum and Instruction
csu_education_educational_leadership,csu,csu_education,Educational Leadership
csu_education_guidance_and_counselling,csu,csu_education,Guidance and Counselling
lug_business_and_management_studies_accounting,lug,lug_business_and_management_studies,Accounting
lug_business_and_management_studies_banking_and_finance,lug,lug_business_and_management_studies,Banking and Finance
lug_business_and_management_studies_marketing,lug,lug_business_and_management_studies,Marketing
lug_business_and_management_studies_human_resource_management,lug,lug_business_and_management_studies,Human Resource Management
lug_business_and_management_studies_procurement_and_supply_chain,lug,lug_business_and_management_studies,Procurement and Supply Chain
lug_business_and_management_studies_business_administration,lug,lug_business_and_management_studies,Business Administration
lug_computing_and_information_technology_computer_science,lug,lug_computing_and_information_technology,Computer Science
lug_computing_and_information_technology_information_technology,lug,lug_computing_and_information_technology,Information Technology
lug_computing_and_information_technology_information_systems,lug,lug_computing_and_information_technology,Information Systems
lug_computing_and_information_technology_cybersecurity,lug,lug_computing_and_information_technology,Cybersecurity
lug_computing_and_information_technology_data_science,lug,lug_computing_and_information_technology,Data Science
lug_computing_and_information_technology_software_engineering,lug,lug_computing_and_information_technology,Software Engineering
lug_health_sciences_nursing,lug,lug_health_sciences,Nursing
lug_health_sciences_midwifery,lug,lug_health_sciences,Midwifery
lug_health_sciences_public_health,lug,lug_health_sciences,Public Health
lug_health_sciences_medical_laboratory_science,lug,lug_health_sciences,Medical Laboratory Science
lug_health_sciences_physician_assistantship,lug,lug_health_sciences,Physician Assistantship
lug_health_sciences_health_information_management,lug,lug_health_sciences,Health Information Management
lug_media_communication_and_creative_arts_journalism,lug,lug_media_communication_and_creative_arts,Journalism
lug_media_communication_and_creative_arts_public_relations,lug,lug_media_communication_and_creative_arts,Public Relations
lug_media_communication_and_creative_arts_communication_studies,lug,lug_media_communication_and_creative_arts,Communication Studies
lug_media_communication_and_creative_arts_film_and_media_studies,lug,lug_media_communication_and_creative_arts,Film and Media Studies
lug_education_educational_studies,lug,lug_education,Educational Studies
lug_education_curriculum_and_instruction,lug,lug_education,Curriculum and Instruction
lug_education_educational_leadership,lug,lug_education,Educational Leadership
lug_education_guidance_and_counselling,lug,lug_education,Guidance and Counselling
bluecrest_business_and_management_studies_accounting,bluecrest,bluecrest_business_and_management_studies,Accounting
bluecrest_business_and_management_studies_banking_and_finance,bluecrest,bluecrest_business_and_management_studies,Banking and Finance
bluecrest_business_and_management_studies_marketing,bluecrest,bluecrest_business_and_management_studies,Marketing
bluecrest_business_and_management_studies_human_resource_management,bluecrest,bluecrest_business_and_management_studies,Human Resource Management
bluecrest_business_and_management_studies_procurement_and_supply_chain,bluecrest,bluecrest_business_and_management_studies,Procurement and Supply Chain
bluecrest_business_and_management_studies_business_administration,bluecrest,bluecrest_business_and_management_studies,Business Administration
bluecrest_computing_and_information_technology_computer_science,bluecrest,bluecrest_computing_and_information_technology,Computer Science
bluecrest_computing_and_information_technology_information_technology,bluecrest,bluecrest_computing_and_information_technology,Information Technology
bluecrest_computing_and_information_technology_information_systems,bluecrest,bluecrest_computing_and_information_technology,Information Systems
bluecrest_computing_and_information_technology_cybersecurity,bluecrest,bluecrest_computing_and_information_technology,Cybersecurity
bluecrest_computing_and_information_technology_data_science,bluecrest,bluecrest_computing_and_information_technology,Data Science
bluecrest_computing_and_information_technology_software_engineering,bluecrest,bluecrest_computing_and_information_technology,Software Engineering
bluecrest_health_sciences_nursing,bluecrest,bluecrest_health_sciences,Nursing
bluecrest_health_sciences_midwifery,bluecrest,bluecrest_health_sciences,Midwifery
bluecrest_health_sciences_public_health,bluecrest,bluecrest_health_sciences,Public Health
bluecrest_health_sciences_medical_laboratory_science,bluecrest,bluecrest_health_sciences,Medical Laboratory Science
bluecrest_health_sciences_physician_assistantship,bluecrest,bluecrest_health_sciences,Physician Assistantship
bluecrest_health_sciences_health_information_management,bluecrest,bluecrest_health_sciences,Health Information Management
bluecrest_media_communication_and_creative_arts_journalism,bluecrest,bluecrest_media_communication_and_creative_arts,Journalism
bluecrest_media_communication_and_creative_arts_public_relations,bluecrest,bluecrest_media_communication_and_creative_arts,Public Relations
bluecrest_media_communication_and_creative_arts_communication_studies,bluecrest,bluecrest_media_communication_and_creative_arts,Communication Studies
bluecrest_media_communication_and_creative_arts_film_and_media_studies,bluecrest,bluecrest_media_communication_and_creative_arts,Film and Media Studies
bluecrest_education_educational_studies,bluecrest,bluecrest_education,Educational Studies
bluecrest_education_curriculum_and_instruction,bluecrest,bluecrest_education,Curriculum and Instruction
bluecrest_education_educational_leadership,bluecrest,bluecrest_education,Educational Leadership
bluecrest_education_guidance_and_counselling,bluecrest,bluecrest_education,Guidance and Counselling
knutsford_business_and_management_studies_accounting,knutsford,knutsford_business_and_management_studies,Accounting
knutsford_business_and_management_studies_banking_and_finance,knutsford,knutsford_business_and_management_studies,Banking and Finance
knutsford_business_and_management_studies_marketing,knutsford,knutsford_business_and_management_studies,Marketing
knutsford_business_and_management_studies_human_resource_management,knutsford,knutsford_business_and_management_studies,Human Resource Management
knutsford_business_and_management_studies_procurement_and_supply_chain,knutsford,knutsford_business_and_management_studies,Procurement and Supply Chain
knutsford_business_and_management_studies_business_administration,knutsford,knutsford_business_and_management_studies,Business Administration
knutsford_computing_and_information_technology_computer_science,knutsford,knutsford_computing_and_information_technology,Computer Science
knutsford_computing_and_information_technology_information_technology,knutsford,knutsford_computing_and_information_technology,Information Technology
knutsford_computing_and_information_technology_information_systems,knutsford,knutsford_computing_and_information_technology,Information Systems
knutsford_computing_and_information_technology_cybersecurity,knutsford,knutsford_computing_and_information_technology,Cybersecurity
knutsford_computing_and_information_technology_data_science,knutsford,knutsford_computing_and_information_technology,Data Science
knutsford_computing_and_information_technology_software_engineering,knutsford,knutsford_computing_and_information_technology,Software Engineering
knutsford_health_sciences_nursing,knutsford,knutsford_health_sciences,Nursing
knutsford_health_sciences_midwifery,knutsford,knutsford_health_sciences,Midwifery
knutsford_health_sciences_public_health,knutsford,knutsford_health_sciences,Public Health
knutsford_health_sciences_medical_laboratory_science,knutsford,knutsford_health_sciences,Medical Laboratory Science
knutsford_health_sciences_physician_assistantship,knutsford,knutsford_health_sciences,Physician Assistantship
knutsford_health_sciences_health_information_management,knutsford,knutsford_health_sciences,Health Information Management
knutsford_media_communication_and_creative_arts_journalism,knutsford,knutsford_media_communication_and_creative_arts,Journalism
knutsford_media_communication_and_creative_arts_public_relations,knutsford,knutsford_media_communication_and_creative_arts,Public Relations
knutsford_media_communication_and_creative_arts_communication_studies,knutsford,knutsford_media_communication_and_creative_arts,Communication Studies
knutsford_media_communication_and_creative_arts_film_and_media_studies,knutsford,knutsford_media_communication_and_creative_arts,Film and Media Studies
knutsford_education_educational_studies,knutsford,knutsford_education,Educational Studies
knutsford_education_curriculum_and_instruction,knutsford,knutsford_education,Curriculum and Instruction
knutsford_education_educational_leadership,knutsford,knutsford_education,Educational Leadership
knutsford_education_guidance_and_counselling,knutsford,knutsford_education,Guidance and Counselling
radford_business_and_management_studies_accounting,radford,radford_business_and_management_studies,Accounting
radford_business_and_management_studies_banking_and_finance,radford,radford_business_and_management_studies,Banking and Finance
radford_business_and_management_studies_marketing,radford,radford_business_and_management_studies,Marketing
radford_business_and_management_studies_human_resource_management,radford,radford_business_and_management_studies,Human Resource Management
radford_business_and_management_studies_procurement_and_supply_chain,radford,radford_business_and_management_studies,Procurement and Supply Chain
